Unnamed: 0.1,Unnamed: 0,INDICATOR,virus_total_mal_count,virus_total_sus_count,VT_SCORE,GN_IP_SRC,count,unique_IP_count,most_recent_hit_date,CERT,CERT_COUNT,CERT_VALID_DAYS,NUM_ACTIVE_CERTS,NUM_EXPIRED_CERTS,CERT_SHARED_DOMAINS,CERT_AUTHORITY,RECORD_DNS_A,RECORD_DNS_MX,RECORD_DNS_NS,RECORD_DNS_AAAA,RECORD_DNS_SOA,RECORD_DNS_TXT,WHOIS_REGISTRAR,WHOIS_CC,WHOIS_CREATION_DATE,WHOIS_DOMAIN_AGE,xstream_scores,iforest_scores,lof_scores,ocsvm_scores
393,393,agileproductopen.org,0,0,0,['IP865'],2,1,2/2/2022,"""[{'issuer_ca_id': 183283, 'issuer_name': """"C=US, O=Let's Encrypt, CN=E1"""", 'common_name': '*.agileproductopen.org', 'name_value': '*.agileproductopen.org\nagileproductopen.org', 'id': 6107763613, 'entry_timestamp': '2022-02-02T01:33:14.628', 'not_before': '2022-02-02T00:33:13', 'not_after': '2022-05-03T00:33:12', 'serial_number': '04f38c646236e800d35fe390b263fcf98821'}, {'issuer_ca_id': 183283, 'issuer_name': """"C=US, O=Let's Encrypt, CN=E1"""", 'common_name': '*.agileproductopen.org', 'name_value': '*.agileproductopen.org\nagileproductopen.org', 'id': 6089673574, 'entry_timestamp': '2022-02-02T01:33:13.865', 'not_before': '2022-02-02T00:33:13', 'not_after': '2022-05-03T00:33:12', 'serial_number': '04f38c646236e800d35fe390b263fcf98821'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 4650566613, 'entry_timestamp': '2021-06-05T08:42:39.637', 'not_before': '2021-06-05T00:00:00', 'not_after': '2021-09-03T23:59:59', 'serial_number': '008ca23dcc5a7fea1f536aa05a83ae8160'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 4650565940, 'entry_timestamp': '2021-06-05T08:42:27.286', 'not_before': '2021-06-05T00:00:00', 'not_after': '2021-09-03T23:59:59', 'serial_number': '008ca23dcc5a7fea1f536aa05a83ae8160'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 4249283279, 'entry_timestamp': '2021-03-21T08:50:18.034', 'not_before': '2021-03-21T00:00:00', 'not_after': '2021-06-19T23:59:59', 'serial_number': '00c7f729ab0a9d45299a22ca9e0887f8fa'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 4249283252, 'entry_timestamp': '2021-03-21T08:50:17.551', 'not_before': '2021-03-21T00:00:00', 'not_after': '2021-06-19T23:59:59', 'serial_number': '00c7f729ab0a9d45299a22ca9e0887f8fa'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 3875329767, 'entry_timestamp': '2021-01-04T09:54:03.306', 'not_before': '2021-01-04T00:00:00', 'not_after': '2021-04-04T23:59:59', 'serial_number': '29e67b65227398fe1743870ab7638567'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 3875329738, 'entry_timestamp': '2021-01-04T09:54:02.685', 'not_before': '2021-01-04T00:00:00', 'not_after': '2021-04-04T23:59:59', 'serial_number': '29e67b65227398fe1743870ab7638567'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 3534675678, 'entry_timestamp': '2020-10-20T08:55:06.05', 'not_before': '2020-10-20T00:00:00', 'not_after': '2021-01-18T23:59:59', 'serial_number': '00ec580752f4268141bf47f6438473cf08'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 3534675604, 'entry_timestamp': '2020-10-20T08:55:05.643', 'not_before': '2020-10-20T00:00:00', 'not_after': '2021-01-18T23:59:59', 'serial_number': '00ec580752f4268141bf47f6438473cf08'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 3196769768, 'entry_timestamp': '2020-08-05T05:53:44.884', 'not_before': '2020-08-05T00:00:00', 'not_after': '2020-11-03T23:59:59', 'serial_number': '6c5147943122e911b892f143409aff88'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 3196769775, 'entry_timestamp': '2020-08-05T05:53:44.454', 'not_before': '2020-08-05T00:00:00', 'not_after': '2020-11-03T23:59:59', 'serial_number': '6c5147943122e911b892f143409aff88'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 2837791278, 'entry_timestamp': '2020-05-21T08:46:35.54', 'not_before': '2020-05-21T00:00:00', 'not_after': '2020-08-19T23:59:59', 'serial_number': '4dfe4692c1eb6fd55febe6378596613f'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 2837791122, 'entry_timestamp': '2020-05-21T08:46:34.916', 'not_before': '2020-05-21T00:00:00', 'not_after': '2020-08-19T23:59:59', 'serial_number': '4dfe4692c1eb6fd55febe6378596613f'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 2544690207, 'entry_timestamp': '2020-03-06T09:42:05.348', 'not_before': '2020-03-06T00:00:00', 'not_after': '2020-06-04T23:59:59', 'serial_number': '1d3b8ba37cb6dbfdaa061dcd66fe8a8c'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 2544690105, 'entry_timestamp': '2020-03-06T09:42:04.931', 'not_before': '2020-03-06T00:00:00', 'not_after': '2020-06-04T23:59:59', 'serial_number': '1d3b8ba37cb6dbfdaa061dcd66fe8a8c'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 2239373174, 'entry_timestamp': '2019-12-21T10:26:17.897', 'not_before': '2019-12-21T00:00:00', 'not_after': '2020-03-20T23:59:59', 'serial_number': '00cde4816e6a10d2f9c78ed87f23684c34'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 2239373042, 'entry_timestamp': '2019-12-21T10:25:57.042', 'not_before': '2019-12-21T00:00:00', 'not_after': '2020-03-20T23:59:59', 'serial_number': '00cde4816e6a10d2f9c78ed87f23684c34'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 1966833760, 'entry_timestamp': '2019-10-06T08:43:10.197', 'not_before': '2019-10-06T00:00:00', 'not_after': '2020-01-04T23:59:59', 'serial_number': '65f0982df3608ff4aaf1ccb97909d818'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'mail.agileproductopen.org', 'name_value': 'mail.agileproductopen.org', 'id': 1966831524, 'entry_timestamp': '2019-10-06T08:42:55.57', 'not_before': '2019-10-06T00:00:00', 'not_after': '2020-01-04T23:59:59', 'serial_number': '65f0982df3608ff4aaf1ccb97909d818'}]""",32,90,2,30,[],Let's Encrypt,"['104.21.4.207', '172.67.132.112']",[],"['moura.ns.cloudflare.com', 'pola.ns.cloudflare.com']","['2606:4700:3036::6815:4cf', '2606:4700:3031::ac43:8470']",['moura.ns.cloudflare.com'],,"COSMOTOWN, INC.",US,29:31.0,6.0,-9.13368506440523,-0.021958824747899286,1.136258514409723,-0.1773513855268396
394,394,comper.autorenttr.com,0,0,0,"['IP866', 'IP867', 'IP868', 'IP12']",11,4,2/3/2022,[],0,0,0,0,[],,"['104.21.92.234', '172.67.200.26']",[],[],"['2606:4700:3032::6815:5cea', '2606:4700:3033::ac43:c81a']",[],,"GMO INTERNET, INC.",SG,33:11.0,3.0,-9.347243588182277,-0.010873973926461,1.0105867313272041,-4.910462994578424e-05
395,395,hakkies.autorenttr.com,0,0,0,"['IP869', 'IP870', 'IP871', 'IP872', 'IP873', 'IP12', 'IP874', 'IP875', 'IP876', 'IP877', 'IP878', 'IP879', 'IP880', 'IP881', 'IP882', 'IP883', 'IP884', 'IP885', 'IP886', 'IP887', 'IP888', 'IP889', 'IP890', 'IP891', 'IP892', 'IP893', 'IP894', 'IP895', 'IP896', 'IP897', 'IP40', 'IP898']",75,32,2/3/2022,[],0,0,0,0,[],,"['104.21.92.234', '172.67.200.26']",[],[],"['2606:4700:3033::ac43:c81a', '2606:4700:3032::6815:5cea']",[],,"GMO INTERNET, INC.",SG,33:11.0,3.0,-9.172773752447164,0.007053883579310083,1.0148687393551952,-0.0025367569345835506
396,396,www.txkaf.com,0,0,0,['IP899'],4,1,2/2/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.txkaf.com', 'name_value': 'www.txkaf.com', 'id': 6107463567, 'entry_timestamp': '2022-02-02T00:21:21.437', 'not_before': '2022-02-01T23:21:21', 'not_after': '2022-05-02T23:21:20', 'serial_number': '037bd3ac1729172f586459d63589dff5dec4'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.txkaf.com', 'name_value': 'www.txkaf.com', 'id': 6089324394, 'entry_timestamp': '2022-02-02T00:21:21.287', 'not_before': '2022-02-01T23:21:21', 'not_after': '2022-05-02T23:21:20', 'serial_number': '037bd3ac1729172f586459d63589dff5dec4'}]""",2,90,2,0,[],Let's Encrypt,['23.227.38.74'],[],[],[],[],,"GoDaddy.com, LLC",US,33:31.0,6.0,-9.679912715278313,-0.03841888715051639,0.9996655645094745,-0.4514265032527831
397,397,bestdogstobuy.space,0,0,0,['IP40'],3,1,2/2/2022,"[{'issuer_ca_id': 64138, 'issuer_name': 'C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Encryption Everywhere DV TLS CA - G1', 'common_name': 'bestdogstobuy.space', 'name_value': '*.bestdogstobuy.space\nbestdogstobuy.space', 'id': 4634223583, 'entry_timestamp': '2021-06-02T16:23:39.275', 'not_before': '2021-06-02T00:00:00', 'not_after': '2022-06-02T23:59:59', 'serial_number': '02db6aadd82fbea702d6343bab347098'}, {'issuer_ca_id': 64138, 'issuer_name': 'C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Encryption Everywhere DV TLS CA - G1', 'common_name': 'bestdogstobuy.space', 'name_value': '*.bestdogstobuy.space\nbestdogstobuy.space', 'id': 2589458203, 'entry_timestamp': '2020-03-17T06:17:50.981', 'not_before': '2020-03-06T00:00:00', 'not_after': '2021-03-07T12:00:00', 'serial_number': '03868dae2d7e693f34607dd6babd247f'}, {'issuer_ca_id': 64138, 'issuer_name': 'C=US, O=DigiCert Inc, OU=www.digicert.com, CN=Encryption Everywhere DV TLS CA - G1', 'common_name': 'bestdogstobuy.space', 'name_value': '*.bestdogstobuy.space\nbestdogstobuy.space', 'id': 2545682318, 'entry_timestamp': '2020-03-06T14:44:01.602', 'not_before': '2020-03-06T00:00:00', 'not_after': '2021-03-07T12:00:00', 'serial_number': '03868dae2d7e693f34607dd6babd247f'}]",3,365,1,2,[],DigiCert Inc,['104.247.82.52'],[],"['ns1.parkingcrew.net', 'ns2.parkingcrew.net']",[],['ns1.parkingcrew.net'],"""bestdogstobuy.space. 3600 IN TXT """"v=spf1 -all""""""",,,,,-8.811864837442593,-0.009075144819950809,1.1700357010575027,-0.00048826624738351754
398,398,bonafiqe.store,0,0,0,['IP900'],2,1,2/2/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'bonafiqe.store', 'name_value': 'bonafiqe.store', 'id': 6074346941, 'entry_timestamp': '2022-01-28T10:44:35.178', 'not_before': '2022-01-28T09:44:34', 'not_after': '2022-04-28T09:44:33', 'serial_number': '041bf3205820945e62519fe9719038ed8ada'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'bonafiqe.store', 'name_value': 'bonafiqe.store', 'id': 6062756410, 'entry_timestamp': '2022-01-28T10:44:34.944', 'not_before': '2022-01-28T09:44:34', 'not_after': '2022-04-28T09:44:33', 'serial_number': '041bf3205820945e62519fe9719038ed8ada'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.bonafiqe.store', 'name_value': 'www.bonafiqe.store', 'id': 6074238984, 'entry_timestamp': '2022-01-28T10:32:22.141', 'not_before': '2022-01-28T09:32:21', 'not_after': '2022-04-28T09:32:20', 'serial_number': '033fa1aedc02462f0b238dd2ffdce8a1eec3'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.bonafiqe.store', 'name_value': 'www.bonafiqe.store', 'id': 6062706176, 'entry_timestamp': '2022-01-28T10:32:21.566', 'not_before': '2022-01-28T09:32:21', 'not_after': '2022-04-28T09:32:20', 'serial_number': '033fa1aedc02462f0b238dd2ffdce8a1eec3'}]""",4,90,4,0,[],Let's Encrypt,['23.227.38.65'],"['mx1.hostinger.in', 'mx2.hostinger.in']","['ns2.dns-parking.com', 'ns1.dns-parking.com']",[],['ns1.dns-parking.com'],"""bonafiqe.store. 14400 IN TXT """"v=spf1 include:_spf.mail.hostinger.com ~all""""""",,,,,-8.076881638858133,-0.030039441957396662,1.125354977932742,-0.47822603452324586
399,399,serpia.org,0,0,0,['IP901'],6,1,2/2/2022,"""[{'issuer_ca_id': 183283, 'issuer_name': """"C=US, O=Let's Encrypt, CN=E1"""", 'common_name': '*.serpia.org', 'name_value': '*.serpia.org\nserpia.org', 'id': 6104769828, 'entry_timestamp': '2022-02-01T13:44:52.391', 'not_before': '2022-02-01T12:44:51', 'not_after': '2022-05-02T12:44:50', 'serial_number': '049a709545c01ac23235c7ed934bc29bf8bd'}, {'issuer_ca_id': 183283, 'issuer_name': """"C=US, O=Let's Encrypt, CN=E1"""", 'common_name': '*.serpia.org', 'name_value': '*.serpia.org\nserpia.org', 'id': 6086398509, 'entry_timestamp': '2022-02-01T13:44:51.663', 'not_before': '2022-02-01T12:44:51', 'not_after': '2022-05-02T12:44:50', 'serial_number': '049a709545c01ac23235c7ed934bc29bf8bd'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.serpia.org', 'name_value': 'serpia.org\nwww.serpia.org', 'id': 5594354571, 'entry_timestamp': '2021-11-12T23:03:42.644', 'not_before': '2021-11-12T22:03:42', 'not_after': '2022-02-10T22:03:41', 'serial_number': '0432f3736732373d488b17ae5cb00ce73093'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.serpia.org', 'name_value': 'serpia.org\nwww.serpia.org', 'id': 5594345152, 'entry_timestamp': '2021-11-12T23:03:42.166', 'not_before': '2021-11-12T22:03:42', 'not_after': '2022-02-10T22:03:41', 'serial_number': '0432f3736732373d488b17ae5cb00ce73093'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.serpia.org', 'name_value': 'serpia.org\nwww.serpia.org', 'id': 5213150395, 'entry_timestamp': '2021-09-13T22:28:24.721', 'not_before': '2021-09-13T21:28:23', 'not_after': '2021-12-12T21:28:22', 'serial_number': '04434ed91fe67f3b63cad1c79a68f0b19f29'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.serpia.org', 'name_value': 'serpia.org\nwww.serpia.org', 'id': 5213149960, 'entry_timestamp': '2021-09-13T22:28:24.367', 'not_before': '2021-09-13T21:28:23', 'not_after': '2021-12-12T21:28:22', 'serial_number': '04434ed91fe67f3b63cad1c79a68f0b19f29'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.serpia.org', 'name_value': 'serpia.org\nwww.serpia.org', 'id': 4881167258, 'entry_timestamp': '2021-07-16T00:27:29.742', 'not_before': '2021-07-15T23:27:29', 'not_after': '2021-10-13T23:27:27', 'serial_number': '034d17661790210380a627d922bcb98302cd'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.serpia.org', 'name_value': 'serpia.org\nwww.serpia.org', 'id': 4869393080, 'entry_timestamp': '2021-07-16T00:27:29.498', 'not_before': '2021-07-15T23:27:29', 'not_after': '2021-10-13T23:27:27', 'serial_number': '034d17661790210380a627d922bcb98302cd'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.serpia.org', 'name_value': 'serpia.org\nwww.serpia.org', 'id': 4537488199, 'entry_timestamp': '2021-05-16T21:05:42.23', 'not_before': '2021-05-16T20:05:41', 'not_after': '2021-08-14T20:05:41', 'serial_number': '03fee7d025ca19a179b123a10d3077648b7a'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': 'www.serpia.org', 'name_value': 'serpia.org\nwww.serpia.org', 'id': 4537488202, 'entry_timestamp': '2021-05-16T21:05:41.944', 'not_before': '2021-05-16T20:05:41', 'not_after': '2021-08-14T20:05:41', 'serial_number': '03fee7d025ca19a179b123a10d3077648b7a'}, {'issuer_ca_id': 12922, 'issuer_name': 'C=US, ST=TX, L=Houston, O=""""cPanel, Inc."""", CN=""""cPanel, Inc. Certification Authority""""', 'common_name': 'merpiaor.m010c113.m016jp3456.info', 'name_value': 'mail.serpia.org\nserpia.org\nwww.serpia.org', 'id': 78691351, 'entry_timestamp': '2017-01-19T15:35:33.056', 'not_before': '2017-01-15T00:00:00', 'not_after': '2017-04-15T23:59:59', 'serial_number': '6b1ddb177d5daa66d9162b713c65b0be'}]""",11,90,4,7,['merpiaor.m010c113.m016jp3456.info'],Let's Encrypt,"['172.67.209.74', '104.21.82.239']",[],"['nancy.ns.cloudflare.com', 'elias.ns.cloudflare.com']","['2606:4700:3032::6815:52ef', '2606:4700:3035::ac43:d14a']",['elias.ns.cloudflare.com'],,"Cosmotown, Inc",US,46:35.0,3.0,-8.047821101444255,-0.033417968718042645,1.1096561057542675,-0.4419752999540658
400,400,jeffcotax.org,0,0,0,['IP902'],3,1,2/3/2022,[],0,0,0,0,[],,['20.40.249.114'],[],"['ns3-06.azure-dns.org', 'ns4-06.azure-dns.info', 'ns1-06.azure-dns.com', 'ns2-06.azure-dns.net']",[],['ns1-06.azure-dns.com'],,"Wild West Domains, LLC",US,45:27.0,9.0,-8.034286872709602,-0.03599655075572844,1.2487811249390546,-3.2854429936612917e-06
401,401,www.dumpid.me,0,0,0,['IP903'],2,1,2/2/2022,[],0,0,0,0,[],,"['172.67.222.158', '104.21.46.22']",[],[],"['2606:4700:3031::6815:2e16', '2606:4700:3036::ac43:de9e']",[],,Tucows Domains Inc.,,11:43.0,9.0,-9.509423474364672,-0.03424754652906431,0.9972133101027635,-0.04013987644119865
402,402,dot.akronsaynotodope.org,0,0,0,['IP904'],2,1,2/2/2022,[],0,0,0,0,[],,"['104.21.1.248', '172.67.128.106']",[],[],"['2606:4700:3035::ac43:806a', '2606:4700:3037::6815:1f8']",[],,"COSMOTOWN, INC.",US,59:12.0,3.0,-9.776827138931935,-0.026462865429394355,1.0028010631659356,-0.08640711744022056
403,403,hjhh8h.link,0,0,0,['IP905'],21,1,2/2/2022,"[{'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'hjhh8h.link', 'name_value': 'hjhh8h.link\nwww.hjhh8h.link', 'id': 6083770042, 'entry_timestamp': '2022-02-01T04:27:41.883', 'not_before': '2022-02-01T00:00:00', 'not_after': '2023-02-01T23:59:59', 'serial_number': '00d95dd92c16e0f90a605b3c9b135c7d03'}, {'issuer_ca_id': 105493, 'issuer_name': 'C=GB, ST=Greater Manchester, L=Salford, O=Sectigo Limited, CN=Sectigo RSA Domain Validation Secure Server CA', 'common_name': 'hjhh8h.link', 'name_value': 'hjhh8h.link\nwww.hjhh8h.link', 'id': 6083769707, 'entry_timestamp': '2022-02-01T04:27:40.799', 'not_before': '2022-02-01T00:00:00', 'not_after': '2023-02-01T23:59:59', 'serial_number': '00d95dd92c16e0f90a605b3c9b135c7d03'}]",2,365,2,0,[],Sectigo Limited,['198.54.120.190'],"['mx2-hosting.jellyfish.systems', 'mx1-hosting.jellyfish.systems', 'mx3-hosting.jellyfish.systems']","['dns2.namecheaphosting.com', 'dns1.namecheaphosting.com']",[],['dns1.namecheaphosting.com'],"""hjhh8h.link. 1200 IN TXT """"v=spf1 +a +mx +ip4:198.54.120.78 include:spf.web-hosting.com ~all""""""","Hostinger, UAB",DO,01:22.6,3.0,-8.66456688072657,-0.007863473926757791,1.1470347170935735,-0.00014687821974757043
404,404,forex-mate.net,0,0,0,['IP132'],2,1,2/2/2022,"""[{'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': '*.forex-mate.net', 'name_value': '*.forex-mate.net\nforex-mate.net', 'id': 6096646546, 'entry_timestamp': '2022-01-31T11:52:24.672', 'not_before': '2022-01-31T10:52:24', 'not_after': '2022-05-01T10:52:23', 'serial_number': '0360cf011c4a16004849d7cb40db96d5cc2a'}, {'issuer_ca_id': 183267, 'issuer_name': """"C=US, O=Let's Encrypt, CN=R3"""", 'common_name': '*.forex-mate.net', 'name_value': '*.forex-mate.net\nforex-mate.net', 'id': 6078766708, 'entry_timestamp': '2022-01-31T11:52:24.504', 'not_before': '2022-01-31T10:52:24', 'not_after': '2022-05-01T10:52:23', 'serial_number': '0360cf011c4a16004849d7cb40db96d5cc2a'}]""",2,90,2,0,[],Let's Encrypt,['84.234.96.150'],['forex-mate.net'],"['ns3.thcservers.com', 'ns2.thcservers.com', 'ns1.thcservers.com', 'ns4.thcservers.com']",[],['ns1.thcservers.com'],"""forex-mate.net. 14400 IN TXT """"v=spf1 +a +mx +ip4:188.214.30.6 ~all""""""",NAMECHEAP INC,IS,43:11.0,4.0,-8.355891645420531,-0.026081122898113984,1.088066099182267,-0.30798815303617655
